OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
IRIDIUM 33 DEB,1997-051ZC,2024-10-06T04:24:44.156160,14.2586475,0.0066649,86.2945,232.0226,141.2471,283.1062,0,U,38228,999,78983,0.0021225,5.188e-05,0
IRIDIUM 33 DEB,1997-051ZD,2024-09-30T01:46:00.924384,14.18531266,0.0173932,86.3708,43.9998,338.7518,20.6503,0,U,38229,999,75456,0.0093177,0.00022455,0
IRIDIUM 33 DEB,1997-051ZL,2024-10-05T22:55:57.617472,14.74303831,0.0036287,86.2432,165.5531,225.6079,134.2166,0,U,38236,999,72204,0.0098468,0.00066426,0
IRIDIUM 33 DEB,1997-051ZR,2024-10-05T10:40:27.727104,14.50199862,0.000631,86.3314,181.0477,68.0813,292.1061,0,U,38241,999,53909,0.0041567,0.00016208,0
IRIDIUM 33 DEB,1997-051AAB,2024-10-06T00:49:49.893600,14.4705903,0.003342,86.3327,198.0492,89.8653,270.6379,0,U,38474,999,80121,0.0040384,0.00014843,0
IRIDIUM 33 DEB,1997-051AAE,2024-10-03T05:46:35.049216,13.52248897,0.0434819,86.4029,265.4729,51.1419,312.7697,0,U,38477,999,70769,0.015868,0.00019039,0
IRIDIUM 33 DEB,1997-051AAJ,2024-10-04T06:21:23.352768,14.4263974,0.0074571,85.971,24.0364,197.3991,162.4653,0,U,39777,999,56599,0.009791,0.00033796,0
IRIDIUM 33 DEB,1997-051AAK,2024-10-05T14:38:58.347456,14.485246,0.0011333,86.3813,230.3447,50.5552,309.6653,0,U,39778,999,54408,0.0065182,0.00024572,0
IRIDIUM 33 DEB,1997-051AAN,2024-09-28T06:03:51.159744,14.05658456,0.0221327,86.3787,77.8944,222.2617,315.9964,0,U,39781,999,1875,0.014089,0.00028715,0
IRIDIUM 33 DEB,1997-051AAQ,2024-09-26T08:13:06.334752,14.63264196,0.0041259,86.1558,111.4907,290.6399,245.8984,0,U,39783,999,65697,0.0070815,0.00037132,0
IRIDIUM 33 DEB,1997-051AAZ,2024-09-14T09:09:08.463744,14.36534313,0.012434,86.4092,47.397,115.2985,246.1155,0,U,39792,999,52865,0.048453,0.00158795,0
