OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
COSMOS 2251 DEB,1993-036FY,2024-10-06T03:59:50.134272,15.11973272,0.0020261,74.0054,244.7428,176.0874,184.0482,0,U,33989,999,83456,0.011549,0.00204795,0
COSMOS 2251 DEB,1993-036FZ,2024-10-05T16:56:23.024256,13.48906799,0.0410723,73.9271,260.6866,1.2578,172.2839,0,U,33990,999,76887,0.0092086,9.681e-05,0
COSMOS 2251 DEB,1993-036GB,2024-10-05T22:06:08.305344,14.60241839,0.0059807,74.0247,89.1808,315.4983,201.8727,0,U,33992,999,82792,0.0035293,0.00017474,0
COSMOS 2251 DEB,1993-036GD,2024-10-05T17:17:55.625280,14.40679687,0.0022583,74.0414,271.4449,158.1344,15.4602,0,U,33994,999,82182,0.00058276,1.841e-05,0
COSMOS 2251 DEB,1993-036GE,2024-10-05T19:33:18.714816,14.31317506,0.0065112,74.0651,189.5398,310.5985,48.9511,0,U,33995,999,81316,0.0044977,0.00012183,0
COSMOS 2251 DEB,1993-036GJ,2024-10-05T09:04:40.568448,14.69068391,0.0060576,73.9306,6.3861,0.0437,0.0727,0,U,33999,999,82852,0.0059088,0.00035835,0
COSMOS 2251 DEB,1993-036GK,2024-10-05T13:31:36.194304,15.36414439,0.0013303,74.0189,23.1524,329.8013,30.2424,0,U,34000,999,83038,0.018478,0.00712701,0
COSMOS 2251 DEB,1993-036GL,2024-10-05T15:23:40.328736,14.36248382,0.0020198,74.0422,357.5166,191.6769,296.1548,0,U,34001,999,81926,0.0011481,3.336e-05,0
COSMOS 2251 DEB,1993-036GN,2024-10-05T11:22:45.532704,13.81209547,0.0282122,74.0781,292.8436,146.8674,215.0481,0,U,34003,999,78436,0.0042946,6.139e-05,0
COSMOS 2251 DEB,1993-036GP,2024-10-05T20:37:32.903040,14.42940277,0.0033512,74.039,41.4679,164.3626,195.8574,0,U,34004,999,81771,0.0073763,0.00024905,0
COSMOS 2251 DEB,1993-036GQ,2024-10-06T02:28:15.775104,14.39682751,0.0019948,74.0438,292.6595,164.2498,252.1416,0,U,34005,999,82159,0.00060557,1.874e-05,0
COSMOS 2251 DEB,1993-036GR,2024-10-06T01:34:36.912000,14.65296686,0.0019894,74.0637,274.8464,350.0254,80.1023,0,U,34006,999,82272,0.01176,0.00064207,0
COSMOS 2251 DEB,1993-036GS,2024-10-05T19:51:49.049856,14.59156851,0.0050661,74.0202,97.0403,338.4815,21.422,0,U,34007,999,82751,0.0032008,0.00015356,0
COSMOS 2251 DEB,1993-036GT,2024-10-05T17:34:04.634976,14.32639925,0.0023071,74.0357,41.5849,146.2405,328.7843,0,U,34008,999,81762,0.00081571,2.198e-05,0
COSMOS 2251 DEB,1993-036GU,2024-10-05T19:09:11.082816,14.32620745,0.0028393,74.039,47.7944,226.2536,206.7833,0,U,34009,999,81744,0.0011144,3.016e-05,0
COSMOS 2251 DEB,1993-036GV,2024-10-05T17:38:33.835776,14.76830649,0.0015521,74.0165,78.8257,321.2123,38.7936,0,U,34010,999,82812,0.0094078,0.00066811,0
COSMOS 2251 DEB,1993-036GW,2024-10-05T10:32:42.548640,14.37838278,0.004049,74.019,52.043,241.3914,118.3164,0,U,34011,999,81678,0.0050079,0.0001525,0
COSMOS 2251 DEB,1993-036GZ,2024-10-05T19:04:00.431616,14.65055615,0.0044964,74.0226,40.6254,291.9652,190.5601,0,U,34014,999,82943,0.0048299,0.00026373,0
COSMOS 2251 DEB,1993-036HA,2024-10-05T12:29:55.246848,14.53145213,0.0021831,74.0267,262.9923,104.9904,31.1614,0,U,34015,999,82220,0.0061499,0.00025608,0
COSMOS 2251 DEB,1993-036HD,2024-10-05T23:33:20.297088,13.8013646,0.0267503,73.8763,105.073,220.4832,261.0721,0,U,34018,999,78705,0.0027673,3.747e-05,0
COSMOS 2251 DEB,1993-036HE,2024-10-05T16:41:04.119648,14.30686473,0.0063312,73.9549,125.3609,40.5864,28.3987,0,U,34019,999,81319,0.0035789,9.552e-05,0
COSMOS 2251 DEB,1993-036HG,2024-10-06T02:54:31.705920,14.4746258,0.0019269,74.0391,220.7646,114.0361,257.6667,0,U,34021,999,82389,0.0029227,0.00010748,0
COSMOS 2251 DEB,1993-036HH,2024-10-05T14:51:53.548992,14.37876538,0.0021893,74.0572,348.3003,167.2404,314.0432,0,U,34022,999,81967,0.0012989,3.906e-05,0
COSMOS 2251 DEB,1993-036HJ,2024-10-05T22:04:30.574848,14.38924848,0.0018067,74.0272,331.8809,180.4415,352.7502,0,U,34023,999,81984,0.0018024,5.543e-05,0
COSMOS 2251 DEB,1993-036HK,2024-10-05T18:35:44.601792,14.3458143,0.0021476,74.0498,29.1257,193.2209,282.7298,0,U,34024,999,81813,0.0013582,3.822e-05,0
COSMOS 2251 DEB,1993-036HM,2024-10-05T21:25:55.923168,13.63615523,0.0355942,73.7695,336.1197,271.8139,267.7803,0,U,34026,999,77627,0.0057962,7.017e-05,0
COSMOS 2251 DEB,1993-036HP,2024-10-05T19:04:43.001760,13.20024278,0.05468,73.8804,290.8156,141.0102,30.2645,0,U,34028,999,75293,0.0011553,1e-05,0
COSMOS 2251 DEB,1993-036HS,2024-10-05T17:12:08.100288,14.52674853,0.0023358,74.016,238.8036,103.6799,322.646,0,U,34031,999,82260,0.0055057,0.00022694,0
COSMOS 2251 DEB,1993-036HT,2024-10-05T14:06:18.592416,14.88939909,0.0012108,74.019,216.1421,26.39,147.0016,0,U,34032,999,82374,0.018298,0.0017657,0
COSMOS 2251 DEB,1993-036HU,2024-10-06T01:37:24.104640,14.84833596,0.0027097,73.988,254.8432,350.8274,85.5027,0,U,34033,999,82192,0.019955,0.00174958,0
COSMOS 2251 DEB,1993-036HW,2024-10-05T15:32:06.675936,14.4400732,0.0049252,74.0674,79.3218,195.6509,292.4926,0,U,34035,999,81694,0.0090085,0.00031375,0
COSMOS 2251 DEB,1993-036HX,2024-10-06T02:14:16.332576,14.64584603,0.0025415,74.0331,281.7666,69.5988,290.7906,0,U,34036,999,82185,0.012239,0.00065904,0
COSMOS 2251 DEB,1993-036HY,2024-10-05T20:35:11.340960,14.3241258,0.0056197,74.0503,121.5516,278.1808,81.2972,0,U,34037,999,81513,0.0024186,6.638e-05,0
COSMOS 2251 DEB,1993-036JB,2024-10-05T20:13:23.783232,13.6597641,0.0348353,73.9585,60.0653,99.9416,264.1199,0,U,34040,999,77682,0.0077363,9.638e-05,0
COSMOS 2251 DEB,1993-036JG,2024-10-05T20:19:54.713856,14.33666339,0.0027117,74.0416,22.7025,216.0605,278.503,0,U,34045,999,81828,0.00060695,1.664e-05,0
COSMOS 2251 DEB,1993-036JH,2024-10-05T22:27:15.669792,14.40199851,0.0085951,74.0393,95.2163,286.201,227.1553,0,U,34046,999,81600,0.0046329,0.0001531,0
COSMOS 2251 DEB,1993-036JM,2024-10-06T02:18:48.422592,13.94587283,0.0220331,74.0927,31.3964,200.4508,334.1753,0,U,34050,999,79417,0.0073911,0.00012078,0
COSMOS 2251 DEB,1993-036JQ,2024-10-05T20:21:43.183008,13.4827068,0.042428,73.845,219.373,80.1515,284.7207,0,U,34053,999,76847,0.0039779,4.268e-05,0
COSMOS 2251 DEB,1993-036JR,2024-10-05T13:31:49.156896,14.89368237,0.0014734,74.0264,28.8808,252.3746,117.5097,0,U,34054,999,83004,0.011257,0.00108764,0
COSMOS 2251 DEB,1993-036JT,2024-10-05T23:42:58.173120,14.16076589,0.0132612,74.0619,127.7723,280.6432,205.3993,0,U,34056,999,80291,0.0058595,0.00012601,0
COSMOS 2251 DEB,1993-036JU,2024-10-05T13:16:00.863328,14.82436194,0.0016603,74.0254,75.6459,290.0375,115.6996,0,U,34057,999,82812,0.01557,0.00127471,0
